product_name,category,sub_category,brand,price,description
Walk in the Woods,books-and-maps,adventure-books,None,15.98,An ill-conceived Appalachian Trail adventure brings this non-backpacking author to the height of his comic powers
Appalachian Trail Guide: Maine - 15th Edition - Guidebook and Maps,books-and-maps,guidebooks,None,27.95,The updated edition of <i>Appalachian Trail Guide: Maine</i> offers essential knowledge to help you plan a complete thru-hike of the Appalachian Trail and includes 7 trail-ready maps.
Topo U.S. 24K South Central microSD Card,books-and-maps,maps,Garmin,100,The Garmin Topo U.S. 24K South Central microSD card expands topographic coverage of the southern central region for your Garmin GPS receiver so you can plan and review your adventures in detail.
Backpack for Solo Drone,electronics,drones,3D Robotics,111.93,This durable 3D Robotics backpack is custom-designed for the Solo drone. It's easy to pop Solo in and out and make on-site setup simple and quick.
Dual-Wattage International Converter Set,travel-and-luggage,converters-and-adapters,Eagle Creek,54.95,"For your next international trip, pick up an Eagle Creek Dual-Wattage International Converter Set. Its converter and 5 ungrounded adapter plugs help you stay plugged in nearly anywhere in the world."
Topo U.S. 24K West microSD Card,books-and-maps,mapping-software,Garmin,100,"The Garmin Topo U.S. 24K West microSD card adds detailed topo map coverage of California, Hawaii, Nevada, Oregon and Washington to your Garmin GPS receiver."
Black Hole 25L Daypack,electronics,electronics-bags-and-cases,Patagonia,129,"Urban aesthetic meets alpine ruggedness in the Black Hole 25-liter daypack. Incredibly water-resistant, it protects your climbing, commuting or beach gear in all but the wettest conditions."
Trekz Air Headphones,electronics,music-systems,AfterShokz,149.95,"Get premium sound without the bulk with the AfterShokz Trekz Air headphones. Barely tipping the scale around an ounce, they deliver stellar audio quality while leaving your ears open to ambient sound."
inReach Explorer+ Satellite Communicator,electronics,emergency-electronics,Garmin,450,"Roam far and wide without worrying your loved ones. The Garmin inReach Explorer+ satellite communicator is a GPS tracker, navigation tool, 2-way satellite messenger and SOS device all in one."
Lightweight Compression Stuff Sack,camping-and-hiking,stuff-sacks,REI Co-op,26.95,This REI Co-op Lightweight Compression stuff sack provides a convenient way to compress your sleeping bag so it takes up less space in your pack.
Trekz Air Headphones,camping-and-hiking,radios-and-headphones,AfterShokz,149.95,"Get premium sound without the bulk with the AfterShokz Trekz Air headphones. Barely tipping the scale around an ounce, they deliver stellar audio quality while leaving your ears open to ambient sound."
Yeti Lithium 3000 Portable Power Generator,camping-and-hiking,solar-and-portable-power,Goal Zero,2999.95,"The largest Goal Zero Yeti, the Lithium 3000, stores wall-supplied power or solar power to give you the juice you need for mobile basecamps, tailgating or emergency backup for a few home appliances."
E-Case - Medium,packs-and-bags,cases,SealLine,24.95,"Protect your electronics while allowing full functionality of the touch screen with the medium SealLine E-Case. It offers an easy, zip-style opening and lets you enjoy the outdoors without worry."
Wild Card Interchange 3-in-1 Jacket - Men's,mens-clothing,mens-jackets,Columbia,238.93,"Head to the mountains knowing you're prepared for any kind of weather. The Columbia Wild Card Interchange 3-in-1 jacket gives you the option of wearing a waterproof shell, an insulated jacket or both."
Sojourn Tote - Women's,packs-and-bags,bags,Sherpani,99.95,"The convertible Sherpani Sojourn tote brings style and security to your travels thanks to anti-theft features like an RFID-blocking pocket. It can be carried as a tote, backpack or crossbody bag."
K.U.D.U. 12 Hydration Pack - 3 Liters,packs-and-bags,packs,CamelBak,59.73,"With 3 liters of hydration, spinal protection and room for stowing body armor and your full-face helmet, the CamelBak K.U.D.U. 12 can go the distance between the far-flung stages in an enduro race."
When We Go Camping,books-and-maps,kids-books,Random House Inc.,8.95,<i>When We Go Camping</i> lets your child follow along with the fun of a day camping around a wilderness lake.
Speedcross 4 Trail-Running Shoes - Men's,footwear,shoes,Salomon,130,"When your adventures take you off-road, throw on the updated Salomon Speedcross 4 trail-running shoes. Improved traction on muddy single track and dusty roads gives you freedom to roam."
Hiker Full Cushioned Boot Hiking Socks - Men's,footwear,socks,Darn Tough,25,"From the Pacific Crest Trail to the Appalachian Trail, Darn Tough Hiker Full Cushioned Boot men's hiking socks absorb the rigors of the trail."
Falcon Ridge Slippers - Men's,footwear,slippers,Sorel,70,These soft Falcon Ridge slippers from Sorel provide just the right amount of comfort for early morning dog walks.
Renegade GTX Mid Hiking Boots - Women's,footwear,hiking-footwear,Lowa,230,"Winner of the 2014 OudoorGearLab Editors' Choice award, these women's hiking boots provide waterproof protection and excellent support at a low weight for weekend backpacking trips or long day hikes."
Classic Axel Rain Boots - Kids',footwear,kids-footwear,Bogs,49.83,"Bogs were first created for farmers in soggy Oregon, and the kids' Classic Axel rain boots have the rugged design to prove it. Waterproof with Neo-Tech insulation, they keep kids warm and comfortable."
Losi LS 3P Tent,camping-and-hiking,tents,NEMO,293.93,"This updated version of the award-winning Losi 3P tent shaves off nearly a pound of weight yet still offers the ultimate in 3-season, 3-person livability, durability and packability in the wilderness."
Speedcross 4 Trail-Running Shoes - Women's,footwear,womens-footwear,Salomon,130,"Ideal for off-road adventure racing, the women's Salomon Speedcross 4 trail-running shoes offer a lower silhouette and improved traction on muddy singletrack, dusty roads and snow fields."
Quest 4D II GTX Hiking Boots - Women's,footwear,boots,Salomon,179.93,"Trek in comfort with these women's hiking boots. They're nimble, supportive and light like running shoes, but sturdy enough for long hauls under heavy loads."
Berry Premium Insoles - Women's Medium to High Volume,footwear,footwear-accessories,Superfeet,54.95,"These women-specific Superfeet&#174; insoles align and control the motion of your feet, providing balance, support and shock absorption for hiking and other active sports."
Z/Cloud Sandals - Men's,footwear,sandals,Chaco,110,"Want pillow-top comfort for your feet? The travel-ready Chaco Z/Cloud sandals feature adjustable straps, performance ChacoGrip rubber outsoles and ultrasoft topsoles for cushioning underfoot."
X Ultra 2 Low GTX Hiking Shoes - Men's,footwear,mens-footwear,Salomon,108.93,"Perfect for fast hiking on and off trails, the Salomon X Ultra 2 Low GTX hiking shoes sport Gore-Tex&#174; waterproof/breathable performance along with underfoot support, stability and protection."
Lowdown ChromaPop Polarized Sunglasses,camping-and-hiking,sunglasses,Smith,169,"For springtime park laps or a trip down the coast, the bold Smith Lowdown ChromaPop polarized sunglasses sport a scaled-down silhouette, signature nose-bridge detail and a lightweight frame."
Palisades Dog Pack,camping-and-hiking,dog-gear,Ruffwear,149.95,"A multiday backcountry pack with removable saddlebags, the Ruffwear Palisades dog pack features 2 collapsible hydration reservoirs and a cross-load compression system for a secure fit."
Lightweight Roll Top Dry Sack,camping-and-hiking,gear-storage-and-maintenance,REI Co-op,22.95,"Available in 4 sizes, the REI Co-op Lightweight Roll Top dry sack is designed to keep essentials dry inside your backpack."
Flower of Life DoubleNest Hammock,camping-and-hiking,camp-furniture,ENO,53.93,"Enjoy literally hanging out in nature while wrapped in a fabric print inspired by our connection to the natural world. Grab the packable, breathable ENO Flower of Life DoubleNest Hammock."
The Runner's World Big Book of Marathon and Half-Marathon Training,books-and-maps,how-to-and-instructional-books,None,21.98,"Packed full of winning strategies and useful training tools, <i>The Runner's World Big Book of Marathon and Half-Marathon Training</i> prepares you for the big day with step-by-step advice."
Wild: From Lost to Found on the Pacific Crest Trail - Movie Tie-in Edition,books-and-maps,adventure-books,None,7.93,<i>Wild: From Lost to Found on the Pacific Crest Trail</i> movie tie-in edition chronicles the redemptive journey of Cheryl Strayed along the PCT from the Mojave Desert through Washington State.
Vietnam - 2015,books-and-maps,guidebooks,MOON,24.98,"The MOON Vietnam guidebook unlocks adventure in kinetic cities, on tranquil beaches and throughout surreal geography with the best itineraries, tips and information to enjoy Vietnam to the fullest."
Topo U.S. 24K Southeast microSD Card,books-and-maps,maps,Garmin,100,"Plan and review your adventures in detail with the Garmin Topo U.S. 24K Southeast microSD card, which expands topographic coverage of the southeast region for your Garmin GPS receiver."
USB Multination Travel Adapter Plug,travel-and-luggage,converters-and-adapters,REI Co-op,30.95,The REI USB Multination Travel Adapter Plug eliminates the need to carry multiple adapter plugs. Its design features a universal receptacle that accepts nearly any appliance's plug configuration.
Topo U.S. 24K Southwest microSD Card,books-and-maps,mapping-software,Garmin,100,"The Garmin Topo U.S. 24K West microSD card adds detailed topo map coverage of Arizona, Colorado, New Mexico and Utah to your Garmin GPS receiver."
Sojourn Tote - Women's,electronics,electronics-bags-and-cases,Sherpani,99.95,"The convertible Sherpani Sojourn tote brings style and security to your travels thanks to anti-theft features like an RFID-blocking pocket. It can be carried as a tote, backpack or crossbody bag."
Trekz Titanium Wireless Headphones,electronics,music-systems,AfterShokz,99.95,"The bone-conduction technology of the AfterShokz Trekz Titanium headphones delivers music through your cheekbones, ensuring your ears remain completely open to hear ambient sounds."
/ Pieps Sport Avalanche Safety Set,electronics,emergency-electronics,Black Diamond,399.95,"This set includes essentials for seasoned backcountry skiers or someone taking an Avalanche 101 class. It includes a Pieps DSP Sport Transceiver, a Transfer 3 Shovel and a 280cm QuickDraw Tour Probe."
StraightJacket Compression Sack,camping-and-hiking,stuff-sacks,Osprey,25.93,"The StraightJacket Compression Sack keeps your gear compressed and organized inside your pack or travel luggage. Available in 4 different sizes, they are rectangular in shape for easy packing."
Trekz Titanium Wireless Headphones,camping-and-hiking,radios-and-headphones,AfterShokz,99.95,"The bone-conduction technology of the AfterShokz Trekz Titanium headphones delivers music through your cheekbones, ensuring your ears remain completely open to hear ambient sounds."
Yeti 1250 Portable Power Generator,camping-and-hiking,solar-and-portable-power,Goal Zero,1499.95,"The Goal Zero Yeti 1250 Portable Power Generator silently cranks out big backup power that's suitable for large appliances, such as a refrigerator and a freezer or home health-care equipment."
LifeActiv QuickMount Adapter,packs-and-bags,cases,LifeProof,9.83,The LifeActiv QuickMount Adaptor instantly pairs your LifeProof or other smartphone case with the entire lineup of LifeActiv QuickMount accessories.
Magma 850 Down Jacket - Men's,mens-clothing,mens-jackets,REI Co-op,189,"Boasting toasty, ultralight insulation, the men's REI Magma 850 down jacket offers easy movement and just-right warmth for backpacking, hiking and travel."
Ruckpack 18 Pack,packs-and-bags,bags,REI Co-op,64.95,"Have the day to explore? The REI Co-op Ruckpack 18 pack is designed to be your perfect day-trip companion, with plenty of storage and organization for all your adventures."
